,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISBSG dataÿ       Release               February 2015,6760 rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rating,Rating,Software Age,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Major Grouping,Sizing,Sizing,Sizing,Sizing,Effort,Effort,Effort,Productivity,Productivity,Productivity,Other Metrics,Other Metrics,Other Metrics,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Schedule,Quality Delivered,Quality Delivered,Quality Delivered,Quality Delivered,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Grouping Attributes,Architecture,Architecture,Architecture,Architecture,Architecture,Architecture,Architecture,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,Documents & Techniques,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,1st Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,2nd Platform,Project Attributes,Project Attributes,Project Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Product Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Effort Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Size Attributes,Other Size,Other Size,Other Size
12597,A,A,2001,Communication,Communications;,,,Enhancement,,4GL,SQL,IFPUG 4+,51,S,52,1.03,1636,1636,1358,32.1,32.1,26.1,,25.5,2.8,2.0,,Jan-2001,Specification;Build;Test;,,652,,505,201,,0,,,,,Telecommunications;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.0 & Addendum to existing standards,Addendum to existing standards;,Counted each table as a logical file;,,SQL;,,,,,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,Outsourced for internal business unit;,,,Staff hours (recorded),1,9-14,9,9,100%,,13,17,6,10,5,20,16,15,,,,,,,
12598,A,B,2004,Government,Government;,Business Application,Catalogue/register of things or events;Customer billing/relationship management;,Enhancement,Multi,3GL,PL/I,IFPUG 4+,367,M2,367,,2930,2930,2930,8.0,8.0,8.0,5.4,30.6,5.1,12.0,0.00,13-Sep-2004,Planning;Specification;Build;Test;Implement;,,,,,,,2930,1,1,0,2,,,,,,,,,,,Yes,Business logic or rule processing;Data entry & validation;Data retrieval & presentation;,Database server;Security/authentication;,,,,,,,,,,,,Project Schedule;Quality Plan;Risk Analysis;,Requirements Specification;Functional Specification;User Manual;,Specification Review;,None;,,Source Code/Objects;Information/Text Content;,Unit Testing;Code Review/Inspection;System Integration;,Test Plans/Designs;Test Data;Incident/Defect Lists;,"Performance, Stress or Load Testing;",End user Manual or Help;End user Training Material;,Acceptance/Beta Testing;Provide User Training;Provide User Support;,Manual supported by a tool;,IFPUG 4.2,IFPUG 4.2;,IFPUG rules;,,PL/I;,Z/OS;,,No,DB2;,No,No,No,,,A:G;ASP;,Windows;,VSAM;,,,,,No,Yes,Combined Developed/Purchased;,,,,,"Customer & users 1 org, team in another;",,,Recorded work on project tasks each day,1,5-8,6,,,,116,133,118,0,0,0,367,0,,,,,,,
12599,B,A,2004,,,Mathematically-Intensive Application,Network Switch Provisioning;,Enhancement,,4GL,SQL,IFPUG 4+,10,XS,13,1.25,375,375,375,37.5,37.5,28.8,,,,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,SQL;,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12600,B,C,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Data Warehouse;,Enhancement,,4GL,,IFPUG 4+,,XXS,5,,365,365,365,,,73.0,,,,3.6,0.00,10-Mar-2004,,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Code data not counted;,,4GL;,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12601,B,B,2000,Electronics & Computers,Computers & Software;,Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,IFPUG 4+,41,S,41,,2440,2440,1586,59.5,59.5,38.7,,,,,,1998 to 2000,Specification;Build;,,564,,1022,,,0,,,,,Engineering;,,,,,,,Yes,Changes made to source code,Stand alone,No,,,,,,,Regression Testing;,,,,,,,,,,,,,,,,,,Wholly manual;,IFPUG,IFPUG;,,Mainframe;,COBOL;,MVS ESA;,,Yes,Yes,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,External for external business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12603,B,A,1998,,,,,Enhancement,,,,IFPUG 4+,583,M2,583,1.00,476,476,476,0.8,0.8,0.8,,145.8,36.4,4.0,0.00,Apr-1998,Build;Test;,,,,105,140,,231,,,,,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,CPM4.0;Addendum to existing standards;,Don't Know;,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,,,,Staff hours (recorded),1,3-4,4,,,,,,,,,,,,,,,,,,
12604,B,A,2004,,,,,Enhancement,,2GL,Assembler,IFPUG 4+,33,S,43,1.30,511,511,511,15.5,15.5,11.9,,12.2,,2.7,0.00,,,,,,,,,511,,,,,,,,,,,,,,,,,,,,Web,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,ASSEMBLER;Gupta;COBOL II;C;Shell;PL/I;SQL;,,,,,,,,Web;,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12606,B,A,2001,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,IFPUG 4+,578,M2,578,,2022,2022,1880,3.5,3.5,3.3,,96.3,,6.0,0.00,30-Sep-2001,Planning;Specification;Build;Test;,,,,,,,1880,,,,,Don't Know;,,,,,,,No,,,Don't Know,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF;,PL/I;,MVS;,,,DB2;,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (recorded),1,,,,100%,Unable to estimate,195,0,0,383,0,0,578,0,,,,,,,
12609,B,A,2004,,,,,Enhancement,,3GL,COBOL,IFPUG 4+,14,XS,14,1.00,2527,2527,2527,180.5,180.5,180.5,,,,,,,,,,,,,,2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,COBOL II;DB2;,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,0,14,0,0,0,0,14,0,,,,,,,
12612,B,A,2002,Professional Services,Sales & Marketing;,Business Application,Trading;,Enhancement,,,,IFPUG 4+,119,M1,83,0.70,2783,2783,2783,23.4,23.4,33.5,,,,,,Oct-2002,,,,,,,,2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.1,IFPUG 4.1;,,,Calibrated;COBOL II;EASYTRIEVE;,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12614,B,A,2010,Manufacturing,Building Automation;,Real-Time Application,Building Automation;Embedded software - simple device control;Protocol Linux ARM9;Device or interface driver;,Enhancement,PC,3GL,C,IFPUG 4+,229,M1,237,1.02,3910,3910,3910,17.1,17.1,16.5,0.0,19.1,6.4,12.0,0.00,06-Sep-2010,,131,288,126,2733,605,27,0,,,,0,,Software-CMM Level 3,,,,,,,,Client server,Yes,Device/equipment interface;,Messaging server;,,,,,Data Modelling;,,,,,,,Feasibility Study;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Project Mgt Plan;Software Development Plan;,Requirements Specification;,Specification Review;,Component Designs;Detailed Design Documents;,(UML) Unified Modelling Language;Design Review/Inspection;,Source Code/Objects;Unit Test Plans/Designs;Integration Scripts/Checklist;,Unit Testing;Code Review/Inspection;Software Integration;System Integration;,Test Plans/Designs;Test Data;Incident/Defect Lists;,"Manual Testing;Create & Run Automated Testing;Performance, Stress or Load Testing;Regression Testing;",Release Description/Notes;Incident/Defect Lists;End user Manual or Help;,,Manual supported by a tool;,IFPUG/NESMA,IFPUG;NESMA;,Code data not counted;Other;,,C;,Linux;,,Eclipse;,,,,,,,C;,Linux;,,,,,,,Yes,Developed In-house;,,,,,"Customer, users, team in different orgs;",,Automotive,Recorded work on project tasks each day,4,3-4,3,2,,,20,130,18,56,10,228,6,0,,,,,"5,444",0% of recorded;,
12615,B,C,2006,,,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,.Net,IFPUG 4+,,XS,25,,77,77,77,,,3.1,,,,1.0,,2006,,,,,,,,77,,,,,,,,,,,,,,,,,,,,Web,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Count does not include points for code tables;,,.Net;,,,,Interactive;,,,,Web e-bus;,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12616,B,C,2006,,,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,.Net,IFPUG 4+,,M1,152,,2240,2240,2240,,,14.7,,,,4.8,,2006,,,,,,,,2240,,,,,,,,,,,,,,,,,,,,Web,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Count does not include points for code tables;,,.Net;,,,,Interactive;,,,,Web e-bus;,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12618,B,A,1995,,,,,New Development,,4GL,SQL,IFPUG 4+,292,M1,292,1.00,6680,6680,6680,22.9,22.9,22.9,222.6,14.6,3.7,20.0,0.00,Jul-1995,Planning;Specification;Build;Test;,280,490,,5680,120,,110,,65,,65,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,CPM4.0;Addendum to existing standards;,Don't Know;,,SQL;Object oriented language;4GL;,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,,,,Staff hours (recorded),1,3-4,4,,,,,,,,,,,,,,,,"66,000",,
12620,B,,2007,Manufacturing,Defence;Aerospace / Automotive;,Business Application,Electronic Data Interchange;,New Development,,3GL,Java,COSMIC,62,S,,,1256,1256,1256,20.3,20.3,20.3,,8.9,1.0,7.0,,01-Dec-2007,,,,,,,,1256,,,,,,,CMMI Level 3,,ISO 27001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSMIC 3.0,COSMIC 3.0;,,,Java;,,IBM WebSphere Application Developer;,,DB2;,,,,"Borland Together Architect, CA All Fusion Harvest ,Telelogic DOORS;",,,,,,,,,,,,,,,,,,,,1,9-14,9,,,,,,,,,62,,,18,18,16,10,,,
12621,D,C,2003,Communication,Communications;,Business Application,Business;Customer billing/relationship management;,Enhancement,MF,3GL,SLOGAN,IFPUG 4+,,S,40,,400,625,400,,,10.0,,,,1.0,,,Design;Build;Test;,,,,,,,400,,,,,,,,,,,,,,Stand alone,,,,,,,,,,,,,,,Budget;Project Schedule;Resource Plan;,Logical Data/ER Model;Functional Specification;,,Database/Data File Design;Detailed Design Documents;Software Interface Designs;,,Source Code/Objects;Unit Test Plans/Designs;Database Objects;,,Test Plans/Designs;Test Data;Incident/Defect Lists;,,Installation Procedures;Release Description/Notes;Incident/Defect Lists;Operation/Admin. Manual;Data Establishment Process;,,Estimated;,,,,Mainframe;,SLOGAN;,UNIX;,,,DMS-1100;,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,,,,Recorded hours on each project/day/week,1,,,,,,,,,,,,,,,,,,"2,967",LOC Count Method Manual;,
12629,B,B,2011,Manufacturing,Manufacturing;,Business Application,Design management;,Enhancement,PC,3GL,Java,IFPUG 4+,158,M1,158,,,786,723,,5.0,4.6,0.0,28.7,,5.5,,16-Feb-2011,Specification;Design;Build;Test;Implement;,,,,,,,,,,,0,Inbound Logistics;,,,,,,,No,,Client server,Yes,,,Client server;,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,Addendum to existing standards,IFPUG 4.1;Addendum to existing standards;,,,JEE;,Windows;,,,Oracle;,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,In House;Good relationship;,,,Staff hours (recorded),,,,,,,,,,,,,,,,,,,,,
12630,B,A,1992,Government,Public Administration;,,,Enhancement,MF,4GL,NATURAL,IFPUG old,1019,L,988,0.97,1413,1413,1413,1.4,1.4,1.4,,254.8,72.8,4.0,,Aug-1992,,,,,,,,1413,,,,,Legal;,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In-house,In-house;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,3-4,3.5,,83%,,367,570,67,0,15,58,949,12,,,,,,,
12636,A,,2008,Communication,general public (mobile phone end user);,Business Application,Instant Messaging client;,New Development,PC,3GL,Java,COSMIC,98,S,,,6763,6763,6763,69.0,69.0,69.0,,6.5,0.8,15.0,0.00,22-Aug-2008,Planning;Specification;Design;Build;Test;Implement;Proj Management;,,,,,,,6763,,,,,,,,,,,In house process program,,,Stand alone,No,,Mail server;Messaging server;,,,,Multifunctional Teams;,,,,,,,,Budget;Business Case;Feasibility Study;Project Schedule;Risk Analysis;Project Mgt Plan;,Requirements Specification;Functional Specification;User Manual;Graphical Look & Feel;External/System Interface Specifications;,Specification Review;,Detailed Design Documents;,Design Review/Inspection;,Source Code/Objects;Unit Test Plans/Designs;Integration Scripts/Checklist;,Unit Testing;Code Review/Inspection;System Integration;,Test Plans/Designs;,Create & Run Automated Testing;,Installation Procedures;Release Description/Notes;End user Manual or Help;End user Training Material;,Prepare for Delivery/Installation;Acceptance/Beta Testing;,Manual supported by a tool;,COSMIC 3.0,COSMIC 3.0;,,,Java;,Windows XP;,ECLIPSE;,No,No,No,No,No,,,,,,,,,,No,Yes,Developed In-house;,,,,,"Customer, users, team in different orgs;",DE   (Mobile or Device Embedded),SIM Card,Recorded work on project tasks each day,1,5-8,8,,,,,,,,,98,,,33,40,20,5,,,
12638,B,A,1999,Manufacturing,Manufacturing;,Business Application,Stock control & order processing;,New Development,Multi,4GL,Oracle,IFPUG 4+,441,M2,441,,1896,1896,1062,4.3,4.3,2.4,,126.0,,3.5,0.00,15-Jun-1999,Planning;Build;,,,,,,,1062,,,,,Don't Know;,,,,,,,No,,Multi-tier / Client server,Yes,,,,C/S;,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,PC;,Developer2000;,Windows 95;,,,Oracle;,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (derived),1,,,,100%,under 5%,118,100,105,59,59,441,,,,,,,,,
12642,B,C,2006,,,Business Application,Financial transaction process/accounting;,Enhancement,Multi,3GL,Java,IFPUG 4+,,XXS,6,,61,61,61,,,10.2,,,,0.26,,2006,,,,,,,,61,,,,0,,,,,,,,,,,,,,,,Web,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Count does not include points for code tables;,,Java / similar;,,,,Interactive;,,,,Web e-bus;,,,,,,,,,,Yes,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12644,B,A,1999,Manufacturing,Manufacturing;,,,Enhancement,MF,,,IFPUG 4+,159,M1,159,1.00,,1704,1704,,10.7,10.7,0.0,26.5,5.3,6.0,0.00,Oct-1999,Planning;Specification;Build;Test;Implement;,,,,,,,,0,0,0,0,Manufacturing;,,,,,,,,,Stand alone,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.0,IFPUG 4.0;,,IBM Mainframe (All Types);,,MVS;,,ABEND-AID;,IMS;,,,,Screen Control: IMS DC;,,,,,,,,,,,,,,,10,,,,Staff hours (recorded),4,5-8,5,,,,,,,,,,,,,,,,,,
12645,B,A,2002,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,COBOL,IFPUG 4+,142,M1,142,,7527,7527,7000,53.0,53.0,49.3,,23.7,,6.0,0.00,30-Sep-2002,Planning;Specification;Build;Test;,,,,,,,7000,,,,,Don't Know;,,,,,,,No,,,Don't Know,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF;,COBOL/MVS;,MVS;,,,IMS;,,,,,,,,,,,,,No,Yes,Developed In-house;,,,,,,,,Staff hours (recorded),1,,,,100%,under 5%,42,45,6,15,34,111,31,0,,,,,,,
12646,A,A,1993,Manufacturing,Manufacturing;,,,Enhancement,MF,3GL,PL/I,IFPUG old,59,S,45,0.76,275,281,281,4.7,4.8,6.2,,8.4,1.7,7.0,,Mar-1993,,0,28,,184,38,25,0,,,,,Manufacturing;,,,,,,,No,,Stand alone,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 3,IFPUG 3;,,IBM 3090;,PL/I;,MVS;,,,DB2;,,,,IMS/DC TP monitor;,,,,,,,,,,,,,,,,,,,'Productive' time only (recorded),2,5-8,5,,,,6,28,0,0,25,59,0,0,,,,,,,
12656,D,C,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MF,3GL,SLOGAN,NESMA,,M1,271,,3364,5256,3364,,,12.4,,,,3.0,,Jun-2000,Build;Test;,,,,,,,3364,7,,,7,Accounting;,,,,,,,No,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,Estimated;,Auto-generated,Geared from LOC;,Combined all tables into a single file;,Unisys Mainframe;,SLOGAN;,UNIX unisys;,,,,,,,,,,,,,,,,,,,,,,,In-house for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,"19,332",Less than 5% of recorded;,
12657,B,B,2010,Manufacturing,Manufacturing;,Business Application,Parts selling;,Enhancement,MF,3GL,COBOL,IFPUG 4+,115,M1,115,,,2708,2708,,23.5,23.5,0.0,6.9,,16.6,,10-Feb-2010,Specification;Design;Build;Test;Implement;,,,,,,,,,,,0,Inbound Logistics;,,,,,,,No,,Stand alone,No,,,Mainframe;,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,IFPUG 4.1,IFPUG 4.1;Addendum to existing standards;,,,COBOL;,,,,DL/1;,,,,,,,,,,,,,Yes,Yes,Developed In-house;,,,,,"Customer, users & team in same org;Purchased;",,,Staff hours (recorded),3,,,,,,,,,,,,,,,,,,,,
12658,A,A,2000,Communication,Communications;,Business Application,Executive Information System;,Enhancement,PC,4GL,Oracle,IFPUG 4+,100,M1,104,1.04,2321,2796,2321,23.2,28.0,22.3,,20.0,,5.0,,Sep-2000,Specification;Build;Test;,,,,,,,2321,,,,,Telecommunications;,,,,,,,,,Client server,Yes,,,Proprietary Midrange;,Client: presentation; Server: processing;,,,Data Modelling;,,,,,,,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.0 & Addendum to existing standards,Addendum to existing standards;,Counted each table as a logical file;,IBM PC;,Oracle;,Windows;,,,Oracle;,,,,,,,,,,,,,Yes,Yes,Developed In-house;,,,,,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,100%,,30,7,48,15,0,0,100,0,,,,,,,
12667,B,A,2001,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MR,3GL,C++,IFPUG 4+,1307,L,1307,,6600,6600,6600,5.0,5.0,5.0,,261.4,,5.0,0.00,30-Sep-2001,Planning;Specification;Build;Test;,,,,,,,6600,,,,,Don't Know;,,,,,,,No,,,,,,,Web;,Web,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MR;,C++;,HP-UX;,,,HIRDB;,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (recorded),1,,,,100%,Unable to estimate,416,501,340,30,20,0,1307,0,,,,,,,
12674,B,C,2000,Banking,Banking;,Business Application,Management Information System;,Enhancement,MR,4GL,SQL,IFPUG 4+,,XXL,14745,,8180,8180,6708,,,0.5,,,,,,1998 to 2000,Planning;Specification;Build;Implement;,852,821,,1435,,3600,0,52,445,624,1121,Banking;,,,,,,,Yes,Turnkey + simple screen/report customise,Stand alone,No,,,,,,,Regression Testing;,,,,,,,,,,,,,,,,,,Wholly manual;,IFPUG,IFPUG;,,DEC;,SQL;C++;,SOLARIS;,,No,Yes,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,External for external business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12676,B,A,1998,,,,,New Development,,3GL,Visual Basic,IFPUG 4+,354,M2,354,1.00,5863,5863,5863,16.6,16.6,16.6,,59.0,5.9,6.0,0.00,Jul-1998,,,,,,,,5863,,,,,,,,,,,,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,CPM4.0;Addendum to existing standards;,Don't Know;,,VB;C;Data base language;,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,,,,Staff hours (recorded),1,9-14,10,,,,,,,,,,,,,,,,"50,000",,
12688,A,A,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,PC,4GL,Visual Basic,IFPUG 4+,500,M2,465,0.93,4054,4884,4054,8.1,9.8,8.7,,38.5,,13.0,,Nov-2000,Specification;Build;Test;,,,,,,,4054,,,,,Telecommunications;,,,,,,,,,Client server,Yes,,,Proprietary Midrange;,Client: presentation; Server: processing;,,,Data Modelling;Prototyping;,,,,,,Yes,,,,,,,,,,,,Manual supported by a tool;,IFPUG 4.0 & Addendum to existing standards,Addendum to existing standards;,Counted each table as a logical file;,PC 486;,Visual Basic;,Windows;,,,SQL Server;,,,,,,,,,,,,,,Yes,Developed In-house;,,,,50,Outsourced for internal business unit;,,,Staff hours (recorded),1,,,,100%,,234,44,104,118,0,431,15,54,,,,,,,
12689,B,B,2009,Manufacturing,Manufacturing;,Business Application,Car production;,Enhancement,,3GL,C++,IFPUG 4+,78,S,78,,,511,511,,6.6,6.6,0.0,9.2,,8.5,,25-Nov-2009,Specification;Design;Build;Test;Implement;,,,,,,,,,,,0,"Product, Process & Design;",,,,,,,No,,Stand alone,No,,,Stand alone;,,,,,,,,,,,Budget;Project Schedule;Proposal/Tender;,Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;,,,,Source Code/Objects;Database Objects;,Unit Testing;Software Integration;,Test Plans/Designs;Incident/Defect Lists;Test Data;,,,,Wholly manual;,Addendum to existing standards,IFPUG 4.1;Addendum to existing standards;,,,C++;,,,,,,,,,,,,,,,,,,Yes,Developed In-house;,,,,,"Customer & users 1 org, team in another;In House;",,,Staff hours (recorded),3,,,,,,,,,,,,,,,,,,,,
12696,B,A,1999,Wholesale & Retail,Wholesale & Retail Trade;,Business Application,Workflow support & management;,New Development,Multi,4GL,Visual Basic,IFPUG 4+,130,M1,130,,1142,1142,1062,8.8,8.8,8.2,,,,,0.00,,Planning;Specification;Build;Test;,,,,,,,1062,,,,,Don't Know;,,,,,,,No,,Multi-tier / Client server,Yes,,,,C/S;,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,PC;,VB;,Windows 95;Windows 98;,,,SYBASE;,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (derived),1,,,,100%,under 5%,36,38,21,15,20,130,,,,,,,,,
12698,B,B,2007,Insurance,Insurance;,,,Enhancement,Multi,ApG,COOL:Gen,FiSMA,267,M1,,,3352,3352,3050,12.6,12.6,11.4,,,,7.0,0.33,15-Jun-2007,Specification;Design;Build;Test;Implement;,,558,1086,810,38,558,0,,,,,,,,,,,,,,Multi-tier,,,,,,,Waterfall (includes Linear Processing);,,,,,,,,,,Test planning;,,Functional sizing;,,Risk analysis;,,Effort estimates;,,Reviews;,Automated by a tool;,FiSMA,FiSMA;,,Multi Platform;,COOL:Gen;,,,,,,,,,,,,,,,,,Yes,Yes,,,,>50,,In-house for internal business unit;,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,,
12701,B,B,2002,,,Business Application,Decision Support System;,Enhancement,MF,2GL,Assembler,IFPUG 4+,235,M1,239,,4780,4780,4780,20.3,20.3,20.0,,15.0,2.5,15.7,15.7,,,,,,,,,4780,,,,,,,,,,,,No,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.0,IFPUG 4.0;,,Mainframe 100%;,ASSEMBLER;COBOL MVS;,Not assessed;,,,DB2;IMS;,,,,,,,,,,,,,No,Yes,Developed In-house;,,,,,,,,Staff hours (derived),1,5-8,6,,,,,,,,,,,,,,,,,,
12702,B,A,2003,Service Industry,Food Processing;,Business Application,Financial transaction process/accounting;,New Development,Multi,4GL,PowerBuilder,IFPUG 4+,1671,L,1671,,39358,39358,39358,23.6,23.6,23.6,,,,,0.00,,Planning;Specification;Build;Test;Implement;,,,,,,,39358,,,,,Don't Know;,,,,,,,No,,Multi-tier / Client server,Yes,,,,C/S;,,Waterfall (includes Linear Processing);,,,,,,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF;,PowerBuilder 4.0;,,,,No,,,,,,,,,,,,,No,Don't Know,,,,,,,,,Staff hours (recorded),1,,,,100%,Unable to estimate,434,424,268,478,67,1671,,,,,,,,,
12705,B,C,1998,Communication,Telecommunication;,Business Application,Transaction/Production System;,Enhancement,,3GL,C++,IFPUG 4+,,M1,108,,3751,4519,3751,,,34.7,,,,3.0,,Sep-1998,Specification;Build;Test;,,,,,,,3751,,,,,,,,,,,,,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4,IFPUG 4;,,,C++;,,,,,,,,,,,,,,,,,No,Yes,Developed In-house;,,,,,,,,Staff hours (recorded),1,,,,,,12,40,4,30,21,107,0,0,,,,,,,
